공연시설명,공연장명,좌석수,공연건수,개막편수,상연횟수,총티켓판매수,연도,규모
흰물결아트센터,아트홀,200,0,0,0,0,2023,1~300석 미만
흰물결아트센터,예술극장,300,0,0,0,0,2023,300~500석 미만
용인시문화예술회관,처인홀,626,2,2,12,1798,2023,"500~1,000석 미만"
예울마루,대극장,1021,2,2,2,973,2023,"1,000~5,000석 미만"
예울마루,소극장,302,0,0,0,0,2023,300~500석 미만
예울마루,분수광장 (야외),0,0,0,0,0,2023,좌석 미상
인천서구문화회관,대공연장,951,1,1,1,926,2023,"500~1,000석 미만"
인천서구문화회관,소공연장,200,0,0,0,0,2023,1~300석 미만
인천서구문화회관,야외공연장,0,0,0,0,0,2023,좌석 미상
광산문화예술회관,대극장,540,2,2,6,1427,2023,"500~1,000석 미만"
KBS 수원아트홀,KBS 수원아트홀,190,2,0,28,968,2023,1~300석 미만
댕로홀,댕로홀,83,2,0,97,2464,2023,1~300석 미만
국립정동극장 세실 (구.세실극장),국립정동극장 세실 (구.세실극장),234,2,2,10,1289,2023,1~300석 미만
소월아트홀 (성동문화회관),소월아트홀 (성동문화회관),520,2,2,4,1520,2023,"500~1,000석 미만"
아신극장,1관 (3층),120,0,0,0,0,2023,1~300석 미만
아신극장,2관 (2층),160,3,1,40,2081,2023,1~300석 미만
군포문화예술회관,수리홀,1142,3,3,3,1824,2023,"1,000~5,000석 미만"
군포문화예술회관,철쭉홀,428,2,2,9,649,2023,300~500석 미만
군포문화예술회관,야외공연장,0,0,0,0,0,2023,좌석 미상
아양아트센터,아양홀,1111,3,3,3,2102,2023,"1,000~5,000석 미만"
아양아트센터,야외공연장,400,0,0,0,0,2023,300~500석 미만
아양아트센터,블랙박스 극장,200,0,0,0,0,2023,1~300석 미만
바탕골소극장,바탕골소극장,160,1,0,78,2427,2023,1~300석 미만
포항문화예술회관,대공연장,973,2,2,4,899,2023,"500~1,000석 미만"
포항문화예술회관,소공연장,264,0,0,0,0,2023,1~300석 미만
포항문화예술회관,야외공연장,300,0,0,0,0,2023,300~500석 미만
대구콘서트하우스,그랜드홀 (대공연장),1284,3,3,3,1998,2023,"1,000~5,000석 미만"
대구콘서트하우스,챔버홀 (소공연장),248,2,2,2,323,2023,1~300석 미만
대구콘서트하우스,로비 및 야외,660,0,0,0,0,2023,"500~1,000석 미만"
예그린씨어터,예그린씨어터,202,2,1,28,1875,2023,1~300석 미만
서강대 메리홀,대극장,428,1,1,2,898,2023,300~500석 미만
서강대 메리홀,소극장,100,0,0,0,0,2023,1~300석 미만
드림시어터 [대학로],소극장,126,1,0,35,1406,2023,1~300석 미만
서연아트홀(구. 인아소극장),서연아트홀(구. 인아소극장),166,3,0,61,1526,2023,1~300석 미만
하마씨어터(구. 가든씨어터),하마씨어터(구. 가든씨어터),270,2,0,53,1299,2023,1~300석 미만
기분좋은극장 [상무지구],기분좋은극장 [상무지구],250,2,1,25,1477,2023,1~300석 미만
스퀘어 원,스튜디오100(구.문화홀),100,1,0,37,1242,2023,1~300석 미만
BNK부산은행 조은극장,1관,245,2,1,36,1418,2023,1~300석 미만
BNK부산은행 조은극장,2관,167,2,1,35,862,2023,1~300석 미만
BNK부산은행 조은극장,스타홀,160,0,0,0,0,2023,1~300석 미만
이화여고 100주년 기념관,이화여고 100주년 기념관,433,1,1,12,2406,2023,300~500석 미만
국립아시아문화전당,극장2,512,1,1,2,863,2023,"500~1,000석 미만"
국립아시아문화전당,극장1,944,1,1,1,807,2023,"500~1,000석 미만"
국립아시아문화전당,극장3,248,1,1,1,219,2023,1~300석 미만
국립아시아문화전당,어린이극장,120,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,어린이체험관 동굴극장,50,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,오픈홀로비,0,0,0,0,0,2023,좌석 미상
국립아시아문화전당,문화창조원 복합 2관,100,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,아뜰리에1,0,0,0,0,0,2023,좌석 미상
국립아시아문화전당,아시아문화광장,1800,0,0,0,0,2023,"1,000~5,000석 미만"
국립아시아문화전당,문화창조원 복합 1관,100,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,문화창조원 복합 6관,100,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,문화창조원 복합 5관,0,0,0,0,0,2023,좌석 미상
국립아시아문화전당,문화창조원 하늘마당,0,0,0,0,0,2023,좌석 미상
국립아시아문화전당,부설주차장,50,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,어린이창작실험실,0,0,0,0,0,2023,좌석 미상
국립아시아문화전당,문화정보원 북라운지,50,0,0,0,0,2023,1~300석 미만
국립아시아문화전당,민주평화교류원 N:NEWS,0,0,0,0,0,2023,좌석 미상
CJB미디어센터,에덴아트홀,1006,1,0,2,927,2023,"1,000~5,000석 미만"
경북대학교,글로벌플라자 대강당(공연장),1837,1,1,1,1016,2023,"1,000~5,000석 미만"
경북대학교,특설무대(대운동장),0,0,0,0,0,2023,좌석 미상
여우별아트홀,여우별아트홀,156,3,1,37,1949,2023,1~300석 미만
종로아이들극장,종로아이들극장,281,3,3,14,1460,2023,1~300석 미만
플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),314,2,1,19,2220,2023,300~500석 미만
상상나라극장,상상나라극장,212,1,1,12,1618,2023,1~300석 미만
금호아트홀 연세,금호아트홀 연세,390,26,26,26,1007,2023,300~500석 미만
레미어린이극장 [금천],레미어린이극장 [금천],194,1,0,25,1055,2023,1~300석 미만
신세계 문화홀 8층 [대구],신세계 문화홀 8층 [대구],450,2,2,12,1886,2023,300~500석 미만
제주난타극장,제주난타극장,659,1,0,28,871,2023,"500~1,000석 미만"
강동문화복지회관,천생아트홀 (대공연장),667,2,2,9,1931,2023,"500~1,000석 미만"
강동문화복지회관,봉두아트홀 (소공연장),250,0,0,0,0,2023,1~300석 미만
강동문화복지회관,야외무대 (야외공연장),300,0,0,0,0,2023,300~500석 미만
조이마루아트홀 (복합문화공간 플랜에이),조이마루아트홀 (복합문화공간 플랜에이),196,1,0,24,868,2023,1~300석 미만
조이마루아트홀 (복합문화공간 플랜에이),플랜에이 B홀 (6F),150,0,0,0,0,2023,1~300석 미만
롯데백화점 문화홀 [대구],문화홀,374,1,1,6,1625,2023,300~500석 미만
경상남도문화예술회관,대공연장,1528,4,4,7,1815,2023,"1,000~5,000석 미만"
경상남도문화예술회관,로비,0,0,0,0,0,2023,좌석 미상
경상남도문화예술회관,야외특설무대,0,0,0,0,0,2023,좌석 미상
경상남도문화예술회관,창작관,0,0,0,0,0,2023,좌석 미상
경상남도문화예술회관,블랙박스극장,0,0,0,0,0,2023,좌석 미상
연세대학교 대강당,연세대학교 대강당,1641,1,0,1,1448,2023,"1,000~5,000석 미만"
마루아트홀,마루아트홀,118,1,0,53,1229,2023,1~300석 미만
대원 팝콘D 스퀘어,대원 콘텐츠 라이브,220,4,3,41,1820,2023,1~300석 미만
시흥ABC행복학습센터,ABC홀,381,2,2,6,986,2023,300~500석 미만
시흥ABC행복학습센터,어울림소극장,85,0,0,0,0,2023,1~300석 미만
하하아트홀 (구. 성원아트홀),하하아트홀 (구. 성원아트홀),174,1,1,6,852,2023,1~300석 미만
아트센터 인천,콘서트홀,1727,2,2,2,2283,2023,"1,000~5,000석 미만"
아트센터 인천,다목적홀,342,0,0,0,0,2023,300~500석 미만
달밤엔씨어터,달밤엔씨어터,109,3,0,47,895,2023,1~300석 미만
킨텍스,야외공연장,800,0,0,0,0,2023,"500~1,000석 미만"
킨텍스,제2전시장,1000,1,1,1,1162,2023,"1,000~5,000석 미만"
킨텍스,제1전시장,1000,0,0,0,0,2023,"1,000~5,000석 미만"
킨텍스,제2전시장 9홀,0,0,0,0,0,2023,좌석 미상
킨텍스,"제2전시장 7,8홀",0,0,0,0,0,2023,좌석 미상
킨텍스,제2전시장 10홀,0,0,0,0,0,2023,좌석 미상
킨텍스,제1전시장 1홀,0,0,0,0,0,2023,좌석 미상
킨텍스,제1전시장 2홀,0,0,0,0,0,2023,좌석 미상
킨텍스,제1전시장 3홀,0,0,0,0,0,2023,좌석 미상
킨텍스,제1전시장 5홀,0,0,0,0,0,2023,좌석 미상
더 줌 아트센터,더 줌 아트센터,128,1,1,18,1280,2023,1~300석 미만
광운대학교 동해문화예술관,대극장,2029,1,1,1,1288,2023,"1,000~5,000석 미만"
광운대학교 동해문화예술관,소극장,403,0,0,0,0,2023,300~500석 미만
노들섬,잔디마당,616,0,0,0,0,2023,"500~1,000석 미만"
노들섬,라이브하우스,456,3,3,4,1125,2023,300~500석 미만
노들섬,뮤직라운지: 류,0,0,0,0,0,2023,좌석 미상
노들섬,다목적 홀: 숲,0,0,0,0,0,2023,좌석 미상
노들섬,3층 테라스,0,0,0,0,0,2023,좌석 미상
창원과학체험관,다목적강당,160,1,0,14,925,2023,1~300석 미만
광야아트센터,광야아트센터,216,1,1,11,1194,2023,1~300석 미만
포항종합운동장,실내체육관,2500,1,1,1,1171,2023,"1,000~5,000석 미만"
전남대학교 민주마루홀,전남대학교 민주마루홀,916,1,1,1,913,2023,"500~1,000석 미만"
송파브이아트홀,송파브이아트홀,101,2,0,75,1206,2023,1~300석 미만
용인시평생학습관 (여성회관),큰어울마당,599,2,2,12,2046,2023,"500~1,000석 미만"
용인시평생학습관 (여성회관),작은어울마당,162,0,0,0,0,2023,1~300석 미만
뉴코아소극장 [부천],뉴코아소극장 [부천],160,1,0,19,1185,2023,1~300석 미만
씨어터 쿰,씨어터 쿰,111,2,1,30,955,2023,1~300석 미만
대학로예술극장,대극장,504,2,2,5,686,2023,"500~1,000석 미만"
대학로예술극장,소극장,132,2,2,7,795,2023,1~300석 미만
대학로예술극장,3관 [폐관],163,0,0,0,0,2023,1~300석 미만
대학로예술극장,스튜디오 하늘,100,0,0,0,0,2023,1~300석 미만
광교레이크아트홀,광교레이크아트홀,106,2,1,18,1444,2023,1~300석 미만
천안어린이꿈누리터(구. 천안시 어린이 회관),꿈누리대공연장,300,1,1,6,1435,2023,300~500석 미만
천안어린이꿈누리터(구. 천안시 어린이 회관),자유소극장,100,0,0,0,0,2023,1~300석 미만
초록씨어터,초록씨어터,160,1,0,52,1199,2023,1~300석 미만
광명문화예술교육지원센터 광명극장,광명극장,480,3,3,7,1349,2023,300~500석 미만
"창원 스타인웨이홀 (상상플레이스, G.I.L. 아트홀)","창원 스타인웨이홀 (상상플레이스, G.I.L. 아트홀)",0,3,1,36,1789,2023,좌석 미상
북아현아트홀,북아현아트홀,206,1,1,26,1290,2023,1~300석 미만
아스가르드 씨어터 (구. 낙산씨어터),아스가르드 씨어터 (구. 낙산씨어터),100,1,0,80,2398,2023,1~300석 미만
갈산문화예술센터,아이누리홀,200,1,0,18,978,2023,1~300석 미만
갈산문화예술센터,아트홀,99,0,0,0,0,2023,1~300석 미만
무신사 개러지 (구. 왓챠홀),무신사 개러지 (구. 왓챠홀),230,2,2,2,888,2023,1~300석 미만
연극플레이스 혜화,연극플레이스 혜화,162,1,0,66,1230,2023,1~300석 미만
제이엘 씨어터,제이엘 씨어터,130,1,0,25,951,2023,1~300석 미만
entry55 [사당],entry55 [사당],88,2,1,38,1325,2023,1~300석 미만
경찰인재개발원,차일혁홀,1800,1,1,1,875,2023,"1,000~5,000석 미만"
경찰인재개발원,안병하홀,451,0,0,0,0,2023,300~500석 미만
관악아트홀 (구. 관악문화관),관악아트홀 (구. 관악문화관),700,1,1,1,661,2023,"500~1,000석 미만"
잡월드 나래울극장,잡월드 나래울극장,354,1,1,2,473,2023,300~500석 미만
잡월드 나래울극장,한울강당,150,0,0,0,0,2023,1~300석 미만
부평아트센터,달누리극장,323,0,0,0,0,2023,300~500석 미만
부평아트센터,해누리극장,868,1,1,1,703,2023,"500~1,000석 미만"
양산문화예술회관,대공연장,796,2,2,6,844,2023,"500~1,000석 미만"
양산문화예술회관,소공연장,167,0,0,0,0,2023,1~300석 미만
부산예술회관,부산예술회관,240,1,1,5,481,2023,1~300석 미만
제주아트센터,대극장,1184,1,1,1,465,2023,"1,000~5,000석 미만"
제주아트센터,로비,0,0,0,0,0,2023,좌석 미상
하모니아 아트홀,1관,270,1,0,18,155,2023,1~300석 미만
하모니아 아트홀,2관,140,1,0,35,472,2023,1~300석 미만
평택시서부문예회관,대공연장,768,1,1,2,345,2023,"500~1,000석 미만"
평택시서부문예회관,소공연장,168,0,0,0,0,2023,1~300석 미만
대구청소년수련원,대극장,453,1,1,3,459,2023,300~500석 미만
삼척문화예술회관,대공연장,932,1,1,3,428,2023,"500~1,000석 미만"
삼척문화예술회관,소공연장,248,0,0,0,0,2023,1~300석 미만
삼척문화예술회관,야외공연장,1598,0,0,0,0,2023,"1,000~5,000석 미만"
속초문화예술회관,대공연장,579,1,1,3,486,2023,"500~1,000석 미만"
속초문화예술회관,소공연장,128,0,0,0,0,2023,1~300석 미만
선돌극장,선돌극장,130,3,2,20,414,2023,1~300석 미만
공주문예회관,대공연장,629,1,1,1,394,2023,"500~1,000석 미만"
공주문예회관,소공연장,106,0,0,0,0,2023,1~300석 미만
보령문화예술회관,대공연장,754,1,1,1,454,2023,"500~1,000석 미만"
보령문화예술회관,소공연장,167,0,0,0,0,2023,1~300석 미만
서산시문화회관,대공연장,601,2,2,4,797,2023,"500~1,000석 미만"
서산시문화회관,소공연장,108,0,0,0,0,2023,1~300석 미만
천안시성환문화회관,대공연장,654,3,2,7,502,2023,"500~1,000석 미만"
천안시성환문화회관,소공연장,186,0,0,0,0,2023,1~300석 미만
청양문예회관,대공연장,642,2,2,2,580,2023,"500~1,000석 미만"
청양문예회관,소공연장,197,0,0,0,0,2023,1~300석 미만
군산예술의전당,대공연장,1200,1,1,1,828,2023,"1,000~5,000석 미만"
군산예술의전당,소공연장,450,0,0,0,0,2023,300~500석 미만
군산예술의전당,"2,3 전시실 로비",0,0,0,0,0,2023,좌석 미상
목포시민문화체육센터,대공연장,1207,0,0,0,0,2023,"1,000~5,000석 미만"
목포시민문화체육센터,소공연장,400,1,1,3,552,2023,300~500석 미만
목포시민문화체육센터,야외공연장,450,0,0,0,0,2023,300~500석 미만
문경문화예술회관,대공연장,824,0,0,0,0,2023,"500~1,000석 미만"
문경문화예술회관,문희아트홀,310,1,1,2,632,2023,300~500석 미만
예주문화예술회관,예주문화예술회관,531,3,3,3,524,2023,"500~1,000석 미만"
예주문화예술회관,무형문화재전수교육관,154,0,0,0,0,2023,1~300석 미만
수원청소년문화센터,은하수홀,92,0,0,0,0,2023,1~300석 미만
수원청소년문화센터,온누리아트홀,525,1,1,3,501,2023,"500~1,000석 미만"
북촌나래홀,북촌나래홀,100,3,0,16,351,2023,1~300석 미만
복사골문화센터,아트홀,531,1,1,6,573,2023,"500~1,000석 미만"
복사골문화센터,판타지아극장,181,0,0,0,0,2023,1~300석 미만
대구오페라하우스,대구오페라하우스,1490,1,1,4,575,2023,"1,000~5,000석 미만"
대구오페라하우스,별관 카메라타,90,0,0,0,0,2023,1~300석 미만
대구오페라하우스,야외광장,0,0,0,0,0,2023,좌석 미상
꿈의숲아트센터,퍼포먼스홀,283,0,0,0,0,2023,1~300석 미만
꿈의숲아트센터,콘서트홀,301,7,7,7,805,2023,300~500석 미만
꿈의숲아트센터,야외 볼프라자,0,0,0,0,0,2023,좌석 미상
동국대학교,이해랑예술극장,302,1,1,4,593,2023,300~500석 미만
동국대학교,본관 중강당,430,0,0,0,0,2023,300~500석 미만
동국대학교,문화관,0,0,0,0,0,2023,좌석 미상
사천문화예술회관,대공연장,818,1,1,1,558,2023,"500~1,000석 미만"
사천문화예술회관,소공연장,192,0,0,0,0,2023,1~300석 미만
사천문화예술회관,전시실,0,0,0,0,0,2023,좌석 미상
함안문화예술회관,대공연장,510,2,2,2,626,2023,"500~1,000석 미만"
함안문화예술회관,다목적홀,140,0,0,0,0,2023,1~300석 미만
함안문화예술회관,야외공연장,0,0,0,0,0,2023,좌석 미상
유앤아이센터,화성아트홀,684,1,1,1,612,2023,"500~1,000석 미만"
장안구민회관 한누리아트홀,한누리아트홀,499,1,1,3,798,2023,300~500석 미만
국립부산국악원,연악당,686,4,4,5,543,2023,"500~1,000석 미만"
국립부산국악원,예지당,276,0,0,0,0,2023,1~300석 미만
국립부산국악원,야외마당,300,0,0,0,0,2023,300~500석 미만
부산북구문화예술회관 (구.북구문화빙상센터),공연장,341,1,1,3,385,2023,300~500석 미만
해운대문화회관,해운홀,458,2,2,2,437,2023,300~500석 미만
해운대문화회관,고운홀,130,0,0,0,0,2023,1~300석 미만
해운대문화회관,대천공원,0,0,0,0,0,2023,좌석 미상
대구서구문화회관,공연장,452,1,1,1,438,2023,300~500석 미만
대구서구문화회관,야외공연장,370,0,0,0,0,2023,300~500석 미만
가온아트홀 [부산],1관,150,0,0,0,0,2023,1~300석 미만
가온아트홀 [부산],2관,100,1,0,26,489,2023,1~300석 미만
거제시청소년수련관,공연장,404,1,1,2,341,2023,300~500석 미만
3.15아트센터,대극장,1182,1,1,6,333,2023,"1,000~5,000석 미만"
3.15아트센터,소극장,485,0,0,0,0,2023,300~500석 미만
3.15아트센터,자유마당,80,0,0,0,0,2023,1~300석 미만
덕진예술회관,덕진예술회관,486,1,1,5,399,2023,300~500석 미만
맛있는 극장,맛있는 극장,50,1,0,88,808,2023,1~300석 미만
한국방송회관 코바코홀 (구. 브로드홀),한국방송회관 코바코홀 (구. 브로드홀),290,1,0,23,628,2023,1~300석 미만
R&J씨어터(구. 연진아트홀),R&J씨어터(구. 연진아트홀),127,1,0,23,320,2023,1~300석 미만
지즐소극장,지즐소극장,84,1,0,33,418,2023,1~300석 미만
구리아트홀,코스모스대극장,600,1,1,1,350,2023,"500~1,000석 미만"
구리아트홀,유채꽃소극장,280,0,0,0,0,2023,1~300석 미만
구리아트홀,빛의 마루,150,0,0,0,0,2023,1~300석 미만
구리아트홀,스튜디오 D,0,0,0,0,0,2023,좌석 미상
통진두레문화센터,두레홀,217,2,2,2,388,2023,1~300석 미만
성남아트리움 (구. 성남시민회관),대극장,645,1,0,3,423,2023,"500~1,000석 미만"
성남아트리움 (구. 성남시민회관),소극장,218,0,0,0,0,2023,1~300석 미만
